"tail","tarsus","hoof","horns","ear","head","withers","length","Weight_corr","TestWeight_corr","perifatmass","kmass","kidneyindexcorreg","day","month","groupMonth","year","season","habitat","habitatidx1","habitatidx2","northSouth","sex","classage1","pregnant","sexgroup","sexualstate","weight","lengthtotail","testLength","pesotes","kidneyindex","logkfi","raizkfi","method","embryoLength","embryoWeight"
7,"12.6","1.7","3.3","4.6","13.1","35.1",55,"3.75","7.5","1.7","8.4","20.2",8,2,"Jan-Feb (Dry1)",2013,"Dry","NA",99,99,"South","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.75",62,"3.2","7.5","20.2","1.3","4.5","Gun",0,0
"6.1","12.8","2.1","2.2","4.8","11.8","30.2","47.2","2.42",0,1,"8.1","12.3",8,2,"Jan-Feb (Dry1)",2013,"Dry","NA",99,99,"South","Hembra","Yong","No preñada (lac o inact)","NA","NA","2.42","53.3","NA","NA","12.3","1.1","3.5","Gun",0,0
"4.6","14.1","1.8","3.6","4.2","11.8","31.5","54.2","2.79","1.8",1,"7.7","15.7",8,2,"Jan-Feb (Dry1)",2013,"Dry","NA",99,99,"South","Macho","Adult/subadult","Preñada","Male (adult)","NA","2.79","58.8","1.7","1.8","NA","NA","NA","Gun",0,0
"5.9","14.2","2.1","1.3","4.4","11.3","30.1",48,"2.22",0,"2.2","6.2","35.5",9,2,"Jan-Feb (Dry1)",2013,"Dry","Plv. Montaña 800-1800",1,0,"North","Hembra","Yong","No preñada (lac o inact)","NA","NA","2.22","53.9","NA","NA","35.5","1.6",6,"Gun",0,0
"9.6",14,2,"2.4","4.5","12.8","27.5","51.5","2.88",0,"0.2","7.3","2.7",13,2,"Jan-Feb (Dry1)",2013,"Dry","Plv. Montaña 800-1800",1,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","2.88","61.1","NA","NA","2.7","0.6","1.7","Trap",0,0
"8.2",13,"2.1","3.7","4.4","12.3","31.3","54.2","3.33","8.1","0.7","8.7",8,13,2,"Jan-Feb (Dry1)",2013,"Dry","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.33","62.4","3.3","8.1",8,1,"2.8","Trap",0,0
"6.9",15,"1.7",3,"4.7","12.3","31.5","52.5","3.09",3,"8.5",8,"82.2",14,2,"Jan-Feb (Dry1)",2013,"Dry","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","NA","Male (adult)","NA","3.09","NA","3.2",3,"NA","NA","NA","Trap",0,0
"7.3","15.4","2.2","2.7","4.6",13,"36.5","56.5","3.68",0,0,"12.2",0,14,2,"Jan-Feb (Dry1)",2013,"Dry","Plv. Montaña 800-1800",1,0,"North","Hembra","Adult/subadult","Preñada","inactive or pregnant (embryo)","Inactive / Embryo","3.75","63.8","NA","NA",0,0,0,"Trap",8,"14.9"
"6.3","13.4","1.6",1,"3.7","9.9","26.5",40,"1.28",0,0,"4.8",0,20,2,"Jan-Feb (Dry1)",2013,"Dry","Plv. Montaña 800-1800",1,0,"North","Hembra","Yong","No preñada (lac o inact)","NA","NA","1.28","46.3","NA","NA",0,0,0,"Trap",0,0
8,16,"2.1","2.7","4.6","13.6",32,60,"3.86",0,0,"13.1",0,20,2,"Jan-Feb (Dry1)",2013,"Dry","Pluv. baja alt 0-800",0,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","lactating","Lact / Lact+embryo","3.86",68,"NA","NA",0,0,0,"Gun",0,0
6,"15.3","2.3","3.5","4.2","12.5",34,"54.9","3.4","7.2",0,12,0,22,2,"Jan-Feb (Dry1)",2013,"Dry","Bosq. Araliáceas 1800-2500",0,1,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.4","60.9","3.4","7.2",0,0,0,"Trap",0,0
"7.1","14.8","2.2","5.1","4.4",12,30,"50.2","3.02","4.6",0,"8.9",0,22,2,"Jan-Feb (Dry1)",2013,"Dry","Bosq. Araliáceas 1800-2500",0,1,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.02","57.3","3.2","4.6",0,0,0,"Trap",0,0
"8.2","15.4","2.2","5.3","4.2","11.9","34.5","55.4","3.09","6.5","1.7","8.4","20.2",25,2,"Jan-Feb (Dry1)",2013,"Dry","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.09","63.6","3.5","6.5","20.2","1.3","4.5","Trap",0,0
"9.8",15,"2.3","4.3","4.8","12.6",32,"56.5","3.73","5.3","1.3","11.9","10.9",25,2,"Jan-Feb (Dry1)",2013,"Dry","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.73","66.3","2.8","5.3","10.9","1.1","3.3","Trap",0,0
"7.4","14.6","1.9","2.4","4.3","12.1",30,"52.5","2.63",0,"0.8","7.8","10.3",25,2,"Jan-Feb (Dry1)",2013,"Dry","Plv. Montaña 800-1800",1,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","2.63","59.9","NA","NA","10.3","1.1","3.2","Trap",0,0
"7.1",15,"1.8","0.8","4.5","11.2",24,43,"2.15",0,"4.5","4.1","62.3",25,2,"Jan-Feb (Dry1)",2013,"Dry","Plv. Montaña 800-1800",1,0,"North","Hembra","Adult/subadult","Preñada","pregnant (foetuse)","Feto/ Feto+lact","NA","NA","NA","NA","NA","NA","NA","Trap",21,"325.3"
9,16,"2.5","3.1","4.6","12.5",33,53,"3.64",0,0,"9.6",0,25,2,"Jan-Feb (Dry1)",2013,"Dry","Plv. Montaña 800-1800",1,0,"North","Hembra","Adult/subadult","Preñada","pregnant (foetuse)","Feto/ Feto+lact","NA","NA","NA","NA","NA","NA","NA","Trap",20,"270.7"
8,"15.2","2.3","3.1",5,"13.6","33.2","52.8","3.31",0,"2.2","6.8","32.4",6,3,"Mar-Apr (Wet1)",2013,"Dry","Pluv. baja alt 0-800",0,0,"North","Hembra","Adult/subadult","Preñada","inactive or pregnant (embryo)","Inactive / Embryo","3.42","NA","NA","NA","32.4","1.5","5.7","Gun","10.5","43.51"
"7.5","16.1","2.3","1.8","5.6","13.3","33.4","52.1","3.29",0,"3.2","7.7","41.6",6,3,"Mar-Apr (Wet1)",2013,"Dry","Pluv. baja alt 0-800",0,0,"North","Hembra","Adult/subadult","Preñada","pregnant (foetuse)","Feto/ Feto+lact","3.61","59.6","NA","NA","41.6","1.6","6.4","Gun","18.5","200.23"
"9.5","16.7","2.3","2.8",5,"14.3","36.2",58,"4.43",0,"1.4","12.8","10.9",8,3,"Mar-Apr (Wet1)",2013,"Dry","Pluv. baja alt 0-800",0,0,"North","Hembra","Adult/subadult","Preñada","inactive or pregnant (embryo)","Inactive / Embryo","4.5","67.5","NA","NA","10.9","1.1","3.3","Trap","6.3","10.98"
"8.1",17,"2.3","2.6","4.9","13.6","32.1","59.5","4.18",0,0,"12.1",0,8,3,"Mar-Apr (Wet1)",2013,"Dry","Pluv. baja alt 0-800",0,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","4.18","67.6","NA","NA",0,0,0,"Trap",0,0
"8.6","16.4",2,"3.8",5,"13.3","31.4","57.6","3.99",0,"3.2","11.9","26.9",8,3,"Mar-Apr (Wet1)",2013,"Dry","Plv. Montaña 800-1800",1,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.99","107.6","NA","NA","26.9","1.4","5.2","Gun",0,0
"7.5","15.7","2.4","2.7","5.1","12.9","33.8","56.8","3.55",0,0,"8.9",0,11,3,"Mar-Apr (Wet1)",2013,"Dry","Plv. Montaña 800-1800",1,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.55","64.3","NA","NA",0,0,0,"Trap",0,0
"7.9","15.5","2.3","4.4","4.6","13.2","30.5","61.6","4.33","8.9","0.5","10.2","4.9",13,3,"Mar-Apr (Wet1)",2013,"Dry","NA",99,99,"South","Macho","Adult/subadult","Preñada","Male (adult)","NA","4.33","69.5","3.9","8.9","4.9","0.8","2.2","Gun",0,0
"8.6","14.3","2.2","3.1","5.1","13.3","31.5",54,"4.43",0,0,"7.3",0,13,3,"Mar-Apr (Wet1)",2013,"Dry","NA",99,99,"South","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","4.43","62.6","NA","NA",0,0,0,"Gun",0,0
"8.9","15.2",2,"3.5","4.3","12.9","33.2","55.7","2.7",0,"0.8","11.7","6.8",13,3,"Mar-Apr (Wet1)",2013,"Dry","Bosq. Araliáceas 1800-2500",0,1,"North","Hembra","Adult/subadult","Preñada","pregnant (foetuse)","Feto/ Feto+lact","3.09","64.6","NA","NA","6.8","0.9","2.6","Trap","17.8","251.4"
"7.6","14.8","2.1","4.3","4.3",13,"29.8","56.5","3.24","7.6","0.6","8.9","6.7",13,3,"Mar-Apr (Wet1)",2013,"Dry","Bosq. Araliáceas 1800-2500",0,1,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.24","64.1","3.8","7.6","6.7","0.9","2.6","Trap",0,0
"6.7","15.7","2.5","3.4","5.1","12.8","34.8","57.1","3.79",0,0,"10.1",0,13,3,"Mar-Apr (Wet1)",2013,"Dry","Bosq. Araliáceas 1800-2500",0,1,"North","Hembra","Adult/subadult","Preñada","inactive or pregnant (embryo)","Inactive / Embryo","3.86","63.8","NA","NA",0,0,0,"Trap","6.9","9.2"
"6.8","14.4","2.1","3.8","4.5","13.2",32,"55.9","3.29",9,0,"10.8",0,13,3,"Mar-Apr (Wet1)",2013,"Dry","Bosq. Araliáceas 1800-2500",0,1,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.29","62.7","3.8",9,0,0,0,"Trap",0,0
6,15,2,"3.2","4.5","12.6","29.3","51.1","3.1",0,0,"10.5",0,13,3,"Mar-Apr (Wet1)",2013,"Dry","Bosq. Araliáceas 1800-2500",0,1,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.1","57.1","NA","NA",0,0,0,"Trap",0,0
"9.5","15.4","2.3","4.2","5.2","12.7","34.6","56.3","3.31","8.4","0.6","10.4","5.8",13,3,"Mar-Apr (Wet1)",2013,"Dry","Bosq. Araliáceas 1800-2500",0,1,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.31","65.8","3.8","8.4","5.8","0.8","2.4","Trap",0,0
"9.4","15.4","2.3","3.4","5.4","13.4","33.6","56.9","4.17",0,"1.5","8.1","18.5",13,3,"Mar-Apr (Wet1)",2013,"Dry","Bosq. Araliáceas 1800-2500",0,1,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","4.17","66.3","NA","NA","18.5","1.3","4.3","Trap",0,0
"6.5","13.4","2.4","3.6","5.8","13.3","29.2","56.2","2.88","11.2","1.1","8.7","11.8",25,3,"Mar-Apr (Wet1)",2013,"Dry","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","NA","62.7","4.4","11.2","NA","NA","NA","Gun",0,0
"8.5","14.9","2.2","3.5","5.4","12.3",31,"50.9","3.04",0,"2.2","9.3","23.7",25,3,"Mar-Apr (Wet1)",2013,"Dry","Plv. Montaña 800-1800",1,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","NA","59.4","NA","NA","23.7","1.4","4.9","Gun",0,0
"8.1","15.6","2.1",5,"4.8","12.8","30.4",54,"3.59",10,"2.1",11,"19.1",25,3,"Mar-Apr (Wet1)",2013,"Dry","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","NA","62.1","4.8",10,"19.1","1.3","4.4","Gun",0,0
"8.2",15,"2.5","4.5","4.5","12.7","30.7","51.2","2.53","3.3","0.4",6,"6.7",3,4,"Mar-Apr (Wet1)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","2.53","59.4","2.5","3.3","6.7","0.9","2.6","Trap",0,0
"9.1","15.1","2.8","2.3","4.7","11.2",32,"47.8",2,0,"0.7",4,"17.5",3,4,"Mar-Apr (Wet1)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Hembra","Yong","No preñada (lac o inact)","NA","NA",2,"56.9","NA","NA","17.5","1.3","4.2","Trap",0,0
"7.5",15,"2.4","4.7",5,"12.5","33.2",52,"3.18","3.7","0.5","8.5","5.9",3,4,"Mar-Apr (Wet1)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.18","59.5","2.7","3.7","5.9","0.8","2.4","Trap",0,0
"7.1","16.5",2,"2.7","4.8","12.6","34.4","56.5","3.54",0,"0.2","4.3","4.7",3,4,"Mar-Apr (Wet1)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.54","63.6","NA","NA","4.7","0.8","2.2","Trap",0,0
"7.9","15.7","2.2","3.9","4.9","12.9","29.9","51.8","3.73",4,"2.3","7.6","30.3",9,4,"Mar-Apr (Wet1)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.73","59.7","2.6",4,"30.3","1.5","5.5","Gun",0,0
"8.5",16,"2.5","3.6","4.8","13.6","31.5","56.8","4.07","8.6","5.8","7.7","75.3",9,4,"Mar-Apr (Wet1)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","4.07","65.3","3.4","8.6","75.3","1.9","8.7","Gun",0,0
"7.4","15.3","3.3","4.3","4.6","13.5",33,"56.5","3.59","5.2","0.7","8.7",8,9,4,"Mar-Apr (Wet1)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.59","63.9","2.7","5.2",8,1,"2.8","Gun",0,0
"8.1",17,"2.2","4.5","4.8",13,"34.9","54.5","4.22","7.9","2.3","8.2",28,19,4,"Mar-Apr (Wet1)",2013,"Wet","NA",99,99,"South","Macho","Adult/subadult","Preñada","Male (adult)","NA","4.22","62.6","3.4","7.9",28,"1.5","5.3","Gun",0,0
5,13,"2.2",0,"4.3","10.4",24,"40.8","1.57",0,"0.2","4.1","4.9",30,4,"Mar-Apr (Wet1)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Hembra","Yong","No preñada (lac o inact)","NA","NA","NA","45.8","NA","NA","4.9","0.8","2.2","Gun",0,0
7,14,"2.3","4.3","4.2",15,29,55,"3.59","7.1","1.9","7.4","25.7",7,5,"May-Jun (Wet2)",2013,"Wet","Pluv. baja alt 0-800",0,0,"North","Macho","Adult/subadult","NA","Male (adult)","NA","NA",62,"NA","NA","25.7","1.4","5.1","Trap",0,0
"7.4","14.7","1.9","3.2","4.1",15,"29.3","44.7","3.2",0,"0.1","11.2","0.9",7,5,"May-Jun (Wet2)",2013,"Wet","Pluv. baja alt 0-800",0,0,"North","Hembra","Adult/subadult","Preñada","inactive or pregnant (embryo)","Inactive / Embryo","NA","52.1","NA","NA","0.9","0.3","0.9","Trap","2.4","3.2"
"8.2","15.5","2.2","3.6","4.7","12.5",25,52,3,1,"1.8","5.6","32.1",9,5,"May-Jun (Wet2)",2013,"Wet","NA",99,99,"South","Macho","Yong","No preñada (lac o inact)","NA","NA",3,"60.2","1.6",1,"32.1","1.5","5.7","Gun",0,0
9,16,"2.5","4.1","5.2","13.5",32,56,"3.75",5,"3.4","6.7","50.7",9,5,"May-Jun (Wet2)",2013,"Wet","NA",99,99,"South","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.75",65,"2.6",5,"50.7","1.7","7.1","Gun",0,0
"7.9","16.5","2.4","4.6",5,"13.6","33.3","56.5","3.69","6.3","7.6","7.9","96.2",9,5,"May-Jun (Wet2)",2013,"Wet","NA",99,99,"South","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.69","106.9","2.9","6.3","96.2",2,"9.8","Gun",0,0
"4.9","13.2",2,"0.8","3.9","11.4","28.5",46,"2.16",0,"0.2",8,0,14,5,"May-Jun (Wet2)",2013,"Wet","NA",99,99,"NA","Hembra","Yong","No preñada (lac o inact)","NA","NA","2.16","50.9","NA","NA","NA","NA","NA","NA",0,0
"8.3","15.9","2.4","4.5",5,13,"33.5","57.8","4.03","8.5","1.1","10.4","10.6",14,5,"May-Jun (Wet2)",2013,"Wet","NA",99,99,"South","Macho","Adult/subadult","Preñada","Male (adult)","NA","4.03","66.1","3.5","8.5","10.6","1.1","3.3","Trap",0,0
7,"15.1","2.4","4.1","4.8","13.1","31.6","57.5","3.34","7.4","7.7","9.9","77.8",14,5,"May-Jun (Wet2)",2013,"Wet","NA",99,99,"South","Macho","Adult/subadult","Preñada","Male (adult)","NA","NA","64.5","3.1","7.4","77.8","1.9","8.8","Trap",0,0
6,"13.3","2.2","0.8","4.1","12.1",27,45,"2.1",0,0,"3.7",0,16,5,"May-Jun (Wet2)",2013,"Wet","NA",99,99,"NA","Hembra","Yong","No preñada (lac o inact)","NA","NA","2.1",51,"NA","NA",0,0,0,"Gun",0,0
8,14,"2.1","3.1","4.9","12.6",29,56,"2.93",0,0,"9.5",0,16,5,"May-Jun (Wet2)",2013,"Wet","NA",99,99,"NA","Hembra","Adult/subadult","Preñada","lactating","Lact / Lact+embryo","3.44",64,"NA","NA",0,0,0,"NA",0,0
"8.2",16,2,"2.9","4.5",12,32,55,"3.43",0,"9.6","9.5","94.3",20,5,"May-Jun (Wet2)",2013,"Wet","NA",99,99,"South","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.43","63.2","NA","NA","101.1",2,"10.1","Trap",0,0
7,"14.5","2.1","2.8","4.6","12.4","30.5","52.4","2.6","0.5","0.9","7.7","11.7",23,5,"May-Jun (Wet2)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Yong","No preñada (lac o inact)","NA","NA","2.6","59.4","1.3","0.5","11.7","1.1","3.4","Gun",0,0
"8.5","15.2","2.3","2.8","4.9","12.1","31.5",51,"2.88","0.4","3.1","9.8","31.6",23,5,"May-Jun (Wet2)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Yong","No preñada (lac o inact)","NA","NA","2.88","59.5","1.4","0.4","31.6","1.5","5.6","Gun",0,0
"7.3","14.7","2.3","1.6",5,"11.6","26.8","49.5","2.46",0,"0.8",8,10,23,5,"May-Jun (Wet2)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Hembra","Yong","No preñada (lac o inact)","NA","NA","2.46","56.8","NA","NA",10,1,"3.2","Gun",0,0
"8.3","15.8","2.4","3.7","4.5","13.1",31,55,"3.96",0,"12.3","9.6","74.2",23,5,"May-Jun (Wet2)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.96","63.3","NA","NA","128.1","2.1","11.3","Gun",0,0
8,15,"2.5","3.2","4.9","12.3","33.3","53.4","3.28",0,"1.4","8.9","15.7",23,5,"May-Jun (Wet2)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.28","61.4","NA","NA","15.7","1.2",4,"Gun",0,0
"7.1","14.4","1.8","1.4","4.9","12.5","28.9",52,"2.72",0,"1.9","6.8","27.9",1,6,"May-Jun (Wet2)",2013,"Wet","NA",99,99,"South","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","2.72","59.1","NA","NA","27.9","1.5","5.3","Trap",0,0
"5.9","15.2","2.2","3.7","4.8","12.3",31,50,"2.92","1.3",0,"10.9",0,1,6,"May-Jun (Wet2)",2013,"Wet","NA",99,99,"NA","Macho","Yong","No preñada (lac o inact)","NA","NA","2.92","55.9","1.6","1.3",0,0,0,"Trap",0,0
8,15,"2.2",3,"4.8","12.8","30.5","53.8","2.86",0,"3.9","8.1","48.1",1,6,"May-Jun (Wet2)",2013,"Wet","NA",99,99,"NA","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","2.86","61.8","NA","NA","48.1","1.7","6.9","Trap",0,0
6,15,"2.3","2.5","4.6","12.6","29.5","42.5","2.76","0.7","3.3","8.4","39.3",7,6,"May-Jun (Wet2)",2013,"Wet","NA",99,99,"South","Macho","Yong","No preñada (lac o inact)","NA","NA","2.76","48.5","1.6","0.7","39.3","1.6","6.3","Trap",0,0
"8.7","16.4","2.3",3,"4.9","13.9",31,"56.9","3.94",0,"0.9","9.4","9.6",7,6,"May-Jun (Wet2)",2013,"Wet","NA",99,99,"South","Hembra","Adult/subadult","No preñada (lac o inact)","lactating","Lact / Lact+embryo","3.94","65.6","NA","NA","9.6",1,"3.1","Trap",0,0
10,13,"2.1","3.4","4.8","13.5",32,35,3,"10.8",0,"11.6",0,10,6,"May-Jun (Wet2)",2013,"Wet","Pluv. baja alt 0-800",0,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA",3,45,"4.7","10.8",0,0,0,"Trap",0,0
"8.2","15.9","2.2","3.3","4.9","14.1","34.9",51,"2.91",0,"2.2","10.7","20.6",14,6,"May-Jun (Wet2)",2013,"Wet","NA",99,99,"NA","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","2.91","59.2","NA","NA","20.6","1.3","4.5","NA",0,0
"7.8","13.2","2.4","3.2","5.1","12.6","27.9","51.2","3.43",0,"1.8","10.8","16.7",18,6,"May-Jun (Wet2)",2013,"Wet","NA",99,99,"South","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.43",59,"NA","NA","16.7","1.2","4.1","Trap",0,0
"6.2","15.5","2.4","2.4",5,"12.5",34,"55.3","3.7",0,"9.9",10,"74.2",18,6,"May-Jun (Wet2)",2013,"Wet","NA",99,99,"South","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","3.7","61.5","NA","NA","NA","NA","9.9","Trap",0,0
"6.8","15.2","2.3","3.3","4.1","12.8","29.3",52,"4.75",9,"11.2","15.1","74.2",18,6,"May-Jun (Wet2)",2013,"Wet","NA",99,99,"South","Macho","Adult/subadult","Preñada","Male (adult)","NA","4.75","58.8","3.1",9,"74.2","1.9","8.6","Trap",0,0
"7.9","13.4","2.4","3.4","4.6","13.1","30.2",57,"3.46","6.6","4.2","3.1",64,18,6,"May-Jun (Wet2)",2013,"Wet","NA",99,99,"South","Macho","Adult/subadult","Preñada","Male (adult)","NA","NA","64.9","3.5","6.6","135.5","2.1","11.6","Trap",0,0
"5.4",14,"2.1","1.3","4.7","11.5",27,"47.5","2.3","0.4",0,"4.7",0,24,6,"May-Jun (Wet2)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Yong","No preñada (lac o inact)","NA","NA","NA","52.9","1.1","0.4",0,0,0,"Trap",0,0
7,16,"2.4","3.4","4.1","13.1","32.3","52.4","3.46","9.7","1.3","5.2",25,24,6,"May-Jun (Wet2)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.46","59.4","3.3","9.7",25,"1.4",5,"Trap",0,0
7,"15.1","2.3","3.2",4,"13.2","32.3","53.4","3.48","7.2",0,"7.2",0,24,6,"May-Jun (Wet2)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.48","60.4","2.8","7.2",0,0,0,"Trap",0,0
6,14,"2.6","3.1","3.6","13.6",29,54,"4.52","4.8","1.1","8.7","12.6",24,6,"May-Jun (Wet2)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","4.52",60,"2.8","4.8","12.6","1.1","3.6","Trap",0,0
8,"14.2","2.5","4.7","4.3",13,"33.2","52.4","3.38","8.7",0,"8.8",0,2,7,"Jul-Aug (Wet3)",2013,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.38","60.4","3.3","8.7",0,0,0,"Trap",0,0
"7.2","15.4","2.5","3.2","5.2","12.8","35.2","54.2","2.61",0,"15.1","11.8","20.2",2,7,"Jul-Aug (Wet3)",2013,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Hembra","Adult/subadult","Preñada","lactating","Lact / Lact+embryo","2.66","61.4","NA","NA",128,"2.1","11.3","Trap","4.4","4.2"
"5.4","15.2","2.2","4.2","5.4","13.3","29.8","52.3","2.93","6.4","4.5","4.2","51.7",2,7,"Jul-Aug (Wet3)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","2.93","57.7","3.2","6.4","107.1",2,"10.4","Trap",0,0
5,"15.2","2.3","4.8","4.8",13,"29.7","52.2","2.48","8.6","4.2","3.4","43.3",2,7,"Jul-Aug (Wet3)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","2.48","57.2","2.3","8.6","123.5","2.1","11.1","Trap",0,0
9,14,"2.8",2,"4.8","13.3",33,52,"2.78",0,"4.3","4.3","62.3",2,7,"Jul-Aug (Wet3)",2013,"Wet","Plv. Montaña 800-1800",1,0,"North","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","2.78",61,"NA","NA",100,2,10,"Trap",0,0
8,14,"2.8",2,"4.7","13.8","29.8","56.4","4.2",0,"4.4","9.7","45.4",3,7,"Jul-Aug (Wet3)",2013,"Wet","NA",99,99,"NA","Hembra","Adult/subadult","No preñada (lac o inact)","inactive or pregnant (embryo)","Inactive / Embryo","4.2","64.4","NA","NA","45.4","1.7","6.7","Trap",0,0
8,14,"2.6","3.9","4.2","11.8","29.4","49.5","2.73",3,0,"9.1",0,3,7,"Jul-Aug (Wet3)",2013,"Wet","NA",99,99,"NA","Macho","Yong","No preñada (lac o inact)","NA","NA","2.73","57.5","2.7",3,"NA","NA","NA","Trap",0,0
6,13,"2.4",0,"3.7","9.8","26.2","41.2","1.02","0.3",0,"8.6",0,3,7,"Jul-Aug (Wet3)",2013,"Wet","NA",99,99,"NA","Macho","Yong","No preñada (lac o inact)","NA","NA","1.02","47.2","1.2","0.3",0,0,0,"Trap",0,0
"5.8",16,"2.5","4.8","4.2","12.9",28,52,"3.7","8.8",0,"12.8",0,5,7,"Jul-Aug (Wet3)",2013,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.7","57.8","3.8","8.8",0,0,0,"Trap",0,0
"7.8","15.5","2.6",4,"4.4","12.8","31.5","52.1","2.78","3.8",0,"11.4",0,5,7,"Jul-Aug (Wet3)",2013,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","2.8","59.9","2.7","3.8",0,0,0,"Trap",0,0
"5.1","15.1","2.4","4.5","5.3","13.1","31.3","42.1","3.15","7.1",0,"9.3",0,5,7,"Jul-Aug (Wet3)",2013,"Wet","Bosq. Araliáceas 1800-2500",0,1,"North","Macho","Adult/subadult","Preñada","Male (adult)","NA","3.15","47.2",3,"7.1",0,0,0,"Trap",0,0
